,images/img1.jpg,11.722862,crowd,crowd
,images/img21.jpg,9.930099,closeup,closeup
,images/img41.jpg,11.276042,crowd,crowd
,images/img61.jpg,10.786732,crowd,crowd
,images/img81.jpg,10.419408,crowd,crowd
,images/img101.jpg,11.392544,crowd,crowd
,images/img121.jpg,11.023849,crowd,crowd
,images/img141.jpg,11.014254,crowd,crowd
,images/img161.jpg,8.717105,closeup,closeup
,images/img181.jpg,8.415570,closeup,closeup
,images/img201.jpg,8.421053,closeup,closeup
,images/img221.jpg,7.754934,closeup,closeup
,images/img241.jpg,8.766447,closeup,closeup
,images/img261.jpg,10.826480,crowd,crowd
,images/img281.jpg,10.461897,crowd,crowd
,images/img301.jpg,10.387884,crowd,crowd
,images/img321.jpg,10.450932,crowd,crowd
,images/img341.jpg,10.889529,crowd,crowd
,images/img361.jpg,11.377467,crowd,crowd
,images/img381.jpg,11.437774,crowd,crowd
,images/img401.jpg,10.237116,crowd,crowd
,images/img421.jpg,9.181743,closeup,closeup
,images/img441.jpg,8.754112,closeup,closeup
,images/img461.jpg,8.993969,closeup,closeup
,images/img481.jpg,9.066612,closeup,closeup
,images/img501.jpg,9.329770,closeup,closeup
,images/img521.jpg,9.225603,closeup,closeup
,images/img541.jpg,7.944079,closeup,closeup
,images/img561.jpg,6.931195,closeup,closeup
,images/img581.jpg,5.642818,closeup,closeup
,images/img601.jpg,6.318531,closeup,closeup
,images/img621.jpg,7.065515,closeup,closeup
,images/img641.jpg,8.072917,closeup,closeup
,images/img661.jpg,8.384046,closeup,closeup
,images/img681.jpg,8.118147,closeup,closeup
,images/img701.jpg,8.780154,closeup,closeup
,images/img721.jpg,8.190789,closeup,closeup
,images/img741.jpg,8.538925,closeup,closeup
,images/img761.jpg,9.348958,closeup,closeup
,images/img781.jpg,8.223684,closeup,closeup
,images/img801.jpg,8.998081,closeup,closeup
,images/img821.jpg,8.717105,closeup,closeup
,images/img841.jpg,7.641173,closeup,closeup
,images/img861.jpg,7.166941,closeup,closeup
,images/img881.jpg,8.085252,closeup,closeup
,images/img901.jpg,8.604715,closeup,closeup
,images/img921.jpg,8.286732,closeup,closeup
,images/img941.jpg,9.329770,closeup,closeup
,images/img961.jpg,9.665570,closeup,closeup
,images/img981.jpg,9.853344,closeup,closeup
,images/img1001.jpg,10.542763,crowd,crowd
,images/img1021.jpg,8.188048,closeup,closeup
,images/img1041.jpg,8.632127,closeup,closeup
,images/img1061.jpg,8.395011,closeup,closeup
,images/img1081.jpg,9.636787,closeup,closeup
,images/img1101.jpg,10.183662,crowd,crowd
,images/img1121.jpg,10.626371,crowd,crowd
,images/img1141.jpg,7.779605,closeup,closeup
,images/img1161.jpg,7.035362,closeup,closeup
,images/img1181.jpg,6.022478,closeup,closeup
,images/img1201.jpg,8.530702,closeup,closeup
,images/img1221.jpg,8.935033,closeup,closeup
,images/img1241.jpg,6.122533,closeup,closeup
,images/img1261.jpg,5.716831,closeup,closeup
,images/img1281.jpg,5.467379,closeup,closeup
,images/img1301.jpg,8.300439,closeup,closeup
,images/img1321.jpg,8.401864,closeup,closeup
,images/img1341.jpg,8.660910,closeup,closeup
,images/img1361.jpg,8.659539,closeup,closeup
,images/img1381.jpg,8.702029,closeup,closeup
,images/img1401.jpg,9.539474,closeup,closeup
,images/img1421.jpg,8.967928,closeup,closeup
,images/img1441.jpg,10.901864,crowd,crowd
,images/img1461.jpg,13.515625,crowd,crowd
,images/img1481.jpg,14.306469,crowd,crowd
,images/img1501.jpg,4.162555,closeup,closeup
,images/img1521.jpg,6.328125,closeup,closeup
,images/img1541.jpg,7.537007,closeup,closeup
,images/img1561.jpg,3.998081,closeup,closeup
,images/img1581.jpg,4.717654,closeup,closeup
,images/img1601.jpg,4.262610,closeup,closeup
,images/img1621.jpg,5.838816,closeup,closeup
,images/img1641.jpg,5.342654,closeup,closeup
,images/img1661.jpg,9.129660,closeup,closeup
,images/img1681.jpg,9.399671,closeup,closeup
,images/img1701.jpg,10.471491,crowd,crowd
,images/img1721.jpg,11.126645,crowd,crowd
,images/img1741.jpg,11.495340,crowd,crowd
,images/img1761.jpg,11.805099,crowd,crowd
,images/img1781.jpg,9.566886,closeup,closeup
,images/img1801.jpg,6.465186,closeup,closeup
,images/img1821.jpg,8.692434,closeup,closeup
,images/img1841.jpg,8.556743,closeup,closeup
,images/img1861.jpg,9.222862,closeup,closeup
,images/img1881.jpg,9.765625,closeup,closeup
,images/img1901.jpg,8.408717,closeup,closeup
,images/img1921.jpg,12.909814,crowd,crowd
,images/img1941.jpg,13.340186,crowd,crowd
,images/img1961.jpg,12.975603,crowd,crowd
,images/img1981.jpg,11.879112,crowd,crowd
,images/img2001.jpg,12.754934,crowd,crowd
,images/img2021.jpg,12.029879,crowd,crowd
,images/img2041.jpg,10.334430,crowd,crowd
,images/img2061.jpg,13.263432,crowd,crowd
,images/img2081.jpg,13.294956,crowd,crowd
,images/img2101.jpg,13.810307,crowd,crowd
,images/img2121.jpg,7.912555,closeup,closeup
,images/img2141.jpg,6.643366,closeup,closeup
,images/img2161.jpg,8.259320,closeup,closeup
,images/img2181.jpg,8.120888,closeup,closeup
,images/img2201.jpg,7.839912,closeup,closeup
,images/img2221.jpg,7.589090,closeup,closeup
,images/img2241.jpg,8.914474,closeup,closeup
,images/img2261.jpg,7.097039,closeup,closeup
,images/img2281.jpg,8.754112,closeup,closeup
,images/img2301.jpg,9.324287,closeup,closeup
,images/img2321.jpg,10.128838,crowd,crowd
,images/img2341.jpg,9.662829,closeup,closeup
,images/img2361.jpg,20.172697,crowd,crowd
,images/img2381.jpg,20.367325,crowd,crowd
,images/img2401.jpg,20.320724,crowd,crowd
,images/img2421.jpg,20.320724,crowd,crowd
,images/img2441.jpg,20.072643,crowd,crowd
,images/img2461.jpg,19.947917,crowd,crowd
,images/img2481.jpg,19.431195,crowd,crowd
,images/img2501.jpg,20.167215,crowd,crowd
,images/img2521.jpg,13.652686,crowd,crowd
,images/img2541.jpg,13.692434,crowd,crowd
,images/img2561.jpg,13.349781,crowd,crowd
,images/img2581.jpg,14.195450,crowd,crowd
,images/img2601.jpg,13.533443,crowd,crowd
,images/img2621.jpg,13.697917,crowd,crowd
,images/img2641.jpg,11.489857,crowd,crowd
,images/img2661.jpg,8.675987,closeup,closeup
,images/img2681.jpg,8.597862,closeup,closeup
,images/img2701.jpg,8.700658,closeup,closeup
,images/img2721.jpg,8.704770,closeup,closeup
,images/img2741.jpg,7.848136,closeup,closeup
,images/img2761.jpg,7.003838,closeup,closeup
,images/img2781.jpg,8.162007,closeup,closeup
,images/img2801.jpg,7.935855,closeup,closeup
,images/img2821.jpg,8.789748,closeup,closeup
,images/img2841.jpg,9.986294,closeup,closeup
,images/img2861.jpg,9.782072,closeup,closeup
,images/img2881.jpg,8.538925,closeup,closeup
,images/img2901.jpg,9.220121,closeup,closeup
,images/img2921.jpg,9.220121,closeup,closeup
,images/img2941.jpg,9.945175,closeup,closeup
,images/img2961.jpg,10.324836,crowd,crowd
